0.00000000E+00 -25.930906
0.50505051E-02 -23.356711
0.10101010E-01 -15.754604
0.15151515E-01 -4.494599
0.20202020E-01 7.001403
0.25252525E-01 14.977552
0.30303030E-01 17.608764
0.35353535E-01 15.178485
0.40404040E-01 8.846986
0.45454545E-01 -0.062143
0.50505051E-01 -9.996446
0.55555556E-01 -19.212677
0.60606061E-01 -26.200207
0.65656566E-01 -29.893245
0.70707071E-01 -29.537783
0.75757576E-01 -24.952260
0.80808081E-01 -17.166584
0.85858586E-01 -8.347755
0.90909091E-01 -0.755050
0.95959596E-01 4.253799
0.10101010E+00 6.423208
0.10606061E+00 6.154063
0.11111111E+00 3.850272
0.11616162E+00 -0.421668
0.12121212E+00 -6.473543
0.12626263E+00 -13.174214
0.13131313E+00 -18.637159
0.13636364E+00 -21.596905
0.14141414E+00 -22.255147
0.14646465E+00 -21.600995
0.15151515E+00 -20.289810
0.15656566E+00 -18.362053
0.16161616E+00 -15.774768
0.16666667E+00 -12.849013
0.17171717E+00 -10.071564
0.17676768E+00 -7.682894
0.18181818E+00 -5.701922
0.18686869E+00 -4.232674
0.19191919E+00 -3.471086
0.19696970E+00 -3.420397
0.20202020E+00 -3.852577
0.20707071E+00 -4.596408
0.21212121E+00 -5.666368
0.21717172E+00 -7.071086
0.22222222E+00 -8.623101
0.22727273E+00 -9.990838
0.23232323E+00 -10.943374
0.23737374E+00 -11.507884
0.24242424E+00 -11.810995
0.24747475E+00 -11.830486
0.25252525E+00 -11.473928
0.25757576E+00 -10.876115
0.26262626E+00 -10.397264
0.26767677E+00 -10.265864
0.27272727E+00 -10.389326
0.27777778E+00 -10.575617
0.28282828E+00 -10.767447
0.28787879E+00 -10.961638
0.29292929E+00 -11.086763
0.29797980E+00 -11.121492
0.30303030E+00 -11.173530
0.30808081E+00 -11.290519
0.31313131E+00 -11.342288
0.31818182E+00 -11.191956
0.32323232E+00 -10.847655
0.32828283E+00 -10.404696
0.33333333E+00 -9.954744
0.33838384E+00 -9.564697
0.34343434E+00 -9.264863
0.34848485E+00 -9.032484
0.35353535E+00 -8.810079
0.35858586E+00 -8.570405
0.36363636E+00 -8.358358
0.36868687E+00 -8.217696
0.37373737E+00 -8.079734
0.37878788E+00 -7.808576
0.38383838E+00 -7.378265
0.38888889E+00 -6.911259
0.39393939E+00 -6.494213
0.39898990E+00 -6.052912
0.40404040E+00 -5.489949
0.40909091E+00 -4.869611
0.41414141E+00 -4.364833
0.41919192E+00 -4.053979
0.42424242E+00 -3.856298
0.42929293E+00 -3.665498
0.43434343E+00 -3.485202
0.43939394E+00 -3.405894
0.44444444E+00 -3.470559
0.44949495E+00 -3.601470
0.45454545E+00 -3.675039
0.45959596E+00 -3.637665
0.46464646E+00 -3.518127
0.46969697E+00 -3.366028
0.47474747E+00 -3.223187
0.47979798E+00 -3.109495
0.48484848E+00 -2.993840
0.48989899E+00 -2.833203
0.49494949E+00 -2.666087
0.50000000E+00 -2.589242
